reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,company
2e80754f-cb0e-446c-afac-d1035a33f02a,Eva Njuguna,https://play-lh.googleusercontent.com/a-/ALV-UjWuBqLMb7uA2CBFDhAg_DwdoH5S8TRT25XFDXTZteQAPoGoXOP7PA,Great,5,0,10.8.7.5,2025-04-13 18:57:11,"Greetings, thank you for your feedback and the 5-star rating. We appreciate your support.^fk",2025-04-14 15:14:06,10.8.7.5,little
76676755-56bb-470f-8cfc-5558ccfccc7f,Youssef Soueidi,https://play-lh.googleusercontent.com/a-/ALV-UjUoptKkz1ADkBO7X1Tb2KkglN6famlKBk9T3AdQVT9JbYR5-8hZ7Q,the terrible app stealing from u even when u stop trip cost t 200 rhe take 600,1,0,10.8.7.5,2025-04-12 19:14:17,"Greetings, We’re really sorry to hear about your experience. Please send the trip details to operations@little.africa, and our team will investigate the issue right away.",2025-04-14 17:20:17,10.8.7.5,little
35274cae-52ab-4d49-9cc9-b2441caeae03,Davis Kibet,https://play-lh.googleusercontent.com/a-/ALV-UjWCFoEIF0HlUa3Wpo3-kDOu9qU26xXR0ZaVhvYrXYSFa0Jfy54I,great,3,0,10.8.7.5,2025-04-12 12:12:33,"Greetings, thank you for your feedback. We appreciate your support.^fk",2025-04-14 15:13:36,10.8.7.5,little
3ef4f14c-efd8-4334-9d07-a3efec26fac7,Nana,https://play-lh.googleusercontent.com/a/ACg8ocL4AQmAwxag0wN5q2gkoOVffGHklHRYJyVUGlUmiE1XNUIEe2yv=mo,awesome and knowledgeable chap,5,0,10.8.7.5,2025-04-08 19:19:02,"Greetings, thank you so much for the 5-star rating. We're thrilled to hear that you’re enjoying the app.^fk",2025-04-09 18:09:09,10.8.7.5,little
58b7e559-61a4-443d-a3f0-6e050c36c409,meshack nyandiri,https://play-lh.googleusercontent.com/a/ACg8ocJSZpTxHA--FFatn_YpoCCvPa0P1Ze00ErELeyop1zvYsoHbg=mo,excellent service,4,0,10.8.7.5,2025-04-04 02:39:19,"Greetings, thank you for your feedback, we appreciate your support.^fk",2025-04-04 14:52:33,10.8.7.5,little
4445f466-11ab-4cb1-8ed7-cf1e8029fcb9,David Muturi,https://play-lh.googleusercontent.com/a/ACg8ocJSa04MJi9xPw0dLo72TL3t3kTFRSAhuIdPLpap3J30J78gRQ=mo,good,5,0,10.8.7.5,2025-03-30 10:11:31,"Greetings, thank you so much for the 5-star rating. We're thrilled to hear that you’re enjoying the app.^fk",2025-04-01 12:56:39,10.8.7.5,little
5ae7c7a8-e924-40fc-a497-ef51291d5d8b,Peter Kakuru,https://play-lh.googleusercontent.com/a-/ALV-UjWRaetw-GQbyVIOtbnVTuY9T8Lz_aRxN-9OAqdMGpLmdxBZHlLF,great app for quick movement,5,0,10.8.7,2025-03-27 23:09:58,"Greetings, thank you so much for the 5-star rating. We're thrilled to hear that you’re enjoying the app.^fk",2025-03-28 11:22:55,10.8.7,little
228b512c-dbe8-4b1d-8bff-2cb90ea294d2,Bridget Kangangi,https://play-lh.googleusercontent.com/a/ACg8ocJFyJcZ6MJy2qLbjoQxFondAxratNgc1ORSG9MmCxT_VF0Njw=mo,it's never busy like others,5,0,10.7.6,2025-03-24 21:27:29,"Greetings, thank you for your feedback and the 5-star rating. We appreciate your support.^fk",2025-03-25 15:14:53,10.7.6,little
5a01611c-8663-4401-882b-81c61e07a050,Barnabas Okumu,https://play-lh.googleusercontent.com/a/ACg8ocKCEuIwxVw23tKYc0EPPvXs0nc1ymmtks4vf5bdNasaff9NkQ=mo,Reliable and Safe,5,0,10.8.7.3,2025-03-22 17:03:20,"Greetings, thank you for your feedback and the 5-star rating. We appreciate your support.^fk",2025-03-24 14:35:18,10.8.7.3,little
f3bf5492-b05e-4117-8085-4c2e220c37f2,Mark Kiema,https://play-lh.googleusercontent.com/a/ACg8ocIw5YQEWusSO2r5AJMywkOPuLck2xMgYfxNXqGgqJxKzDBdRw=mo,great app,5,0,10.8.7,2025-03-19 06:33:02,"Greetings, thank you for your feedback and the 5-star rating. We appreciate your support.^fk",2025-03-19 09:44:43,10.8.7,little
144184c0-1680-4d95-84b5-11e1cbf4130c,Beatrice Nyakanini,https://play-lh.googleusercontent.com/a-/ALV-UjW08-10KQrybK2upQqwSk7fFSACcDveOui2sFR_C-5qy0mBj__w,Commendable service. Peaceful trip,5,0,10.8.7,2025-03-18 21:30:08,"Greetings, thank you for your feedback and the 5-star rating. We appreciate your support.^fk",2025-03-19 09:44:34,10.8.7,little
150d9d9e-7c88-4a5d-8b3c-a1136d4c744e,Ivy Wambui,https://play-lh.googleusercontent.com/a-/ALV-UjUAPcyk3H_SGqYLg8e_zvG5XfAy3PGH8DzTe1uZZhl2KmGWiTw,"I'm giving it two stars because, tell me why the amount I'm paying at my destination is not the same as the amount i was being charged when I was ordering a ride . This has happened twice n yet, I keep receiving a notification that I'll get a 20% discount on my next ride but it never applies. Instead, I'm being overcharged...",2,9,10.8.7,2025-03-18 12:33:24,"Greetings, kindly contact us via operations@little.africa or assistance.^fk",2025-03-18 17:16:56,10.8.7,little
3daf208d-2d37-48c3-8545-3c86d959b3a7,Jane Mumo,https://play-lh.googleusercontent.com/a-/ALV-UjUuqbXmOTlAcmlWhd6stUhZTpwE6RM9OLlVpBT4MBwOc9EQ2rsK,good,1,0,10.7.6,2025-03-17 20:22:14,"Greetings, thank you for your feedback. We appreciate your support.^fk",2025-03-19 09:43:34,10.7.6,little
8467fb5f-260b-4ec9-8d21-2608ee728282,Kedibone Moahlodi,https://play-lh.googleusercontent.com/a/ACg8ocJXI3fIqk7BtPbSqqIUPdD2DdJVkizpmFGXr6K9JGr9l5gFUA=mo,it's great,5,0,CA.159.2,2025-04-28 14:11:22,,,CA.159.2,bolt
3daacbdc-9618-4c85-b891-c4fe07e36637,Ayanda Dhladhla,https://play-lh.googleusercontent.com/a/ACg8ocKg-G2ivTbdwqS-9r5h_B86Q-ScDkURvYM9_eJrw-nvUwKtDw=mo,attitude,1,0,CA.159.2,2025-04-28 14:08:27,,,CA.159.2,bolt
415855d8-6e51-49dd-a28e-8cd65306b585,Kareem Slik,https://play-lh.googleusercontent.com/a/ACg8ocJNSPAiQa8qsvqDxOWOGiGza_Pke6-n78riGbAzOhC4aK-28g=mo,bit pricey,4,0,CA.158.0,2025-04-28 14:03:20,,,CA.158.0,bolt
8893f0a9-4f1e-4282-bcb2-196bf959e445,Phindile Lobese,https://play-lh.googleusercontent.com/a-/ALV-UjWUbeBQMSQWJfA10G-3shX5Z6rgbrx3Eqv9cPuAK4priVwyMk_D,she is friendly and welcoming,5,0,CA.159.2,2025-04-28 13:58:05,,,CA.159.2,bolt
c0815623-e29a-4c3c-a4ef-0c040a12ed92,Joseph Akolade,https://play-lh.googleusercontent.com/a-/ALV-UjXQASBmB7T7o3n7KZpBYJxLTflLiPVfVp7gNKHgvdcp9JrCRj0a,Too difficult to get a rider,1,0,CA.148.0,2025-04-28 13:52:55,,,CA.148.0,bolt
d33d9f1b-d49c-419b-883d-d01a1f59995f,Riaz Tobin,https://play-lh.googleusercontent.com/a-/ALV-UjWtKwONqzIPVZuRN6z4GQPahEWtK2E7fvDKVE9NU8EtrR82s20,WELL DRIEN AND RESPECTABLE AND ON TIME,5,0,CA.159.2,2025-04-28 13:52:32,,,CA.159.2,bolt
6e10d82f-fde8-4bdf-b53f-47791943c6f8,Imran Shamsul,https://play-lh.googleusercontent.com/a/ACg8ocJTqagNYfTYlfj6Pc0BSG-67czwF1UMkhT5l86Cat5rBBXtXAql=mo,"Passenger safety is not a priority for this platform. There is no guarantee that you will have a safe and smooth ride. Bolt as a platform does not ensure any safeguards or guarantees that the driver will begin the journey with the correct rider on board. Twice this week, there has been a random stranger in my ride. Bolt has yet to implement a robust confirmation system between driver and rider.",1,0,CA.159.2,2025-04-28 13:50:15,,,CA.159.2,bolt
2d44393a-1c14-4f39-b10c-f1b3ab5342b2,Thembelihle Martha,https://play-lh.googleusercontent.com/a-/ALV-UjV6hNUQue02QbZhp49-QmJxCMMd17hYcu0Dn7yYlg7aMo57LSA,good service!!,5,0,CA.159.2,2025-04-28 13:31:55,,,CA.159.2,bolt
ee82807a-970d-4326-bf6a-425af4748659,Better Everyday,https://play-lh.googleusercontent.com/a/ACg8ocKdtuM-S0P3KLTw2YbQMtvQlRcOYeS2V_0n4vQt0AhmwFg88gaz=mo,แย่มาก เรียกมาก็ cancel เรื่อยๆ,1,0,CA.106.0,2025-04-28 13:18:18,,,CA.106.0,bolt
a3223d55-e284-4558-ae75-4d3babb913ee,phil ham,https://play-lh.googleusercontent.com/a/ACg8ocIXMah3wFX1p70V8l9FtR1jen04qB-5Y1CcH8zZAUnBfvjA=mo,good driver. knew best route.,5,0,CA.158.0,2025-04-28 13:15:44,,,CA.158.0,bolt
055aafb5-5f4e-4cb5-90bb-59a28afc2a2d,Amdun Said,https://play-lh.googleusercontent.com/a-/ALV-UjXk188C5gGPv4eiRg8woejZbNI3ck1H410NqGriWBT2kl70rbY,nice,5,0,CA.159.2,2025-04-28 13:11:49,,,CA.159.2,bolt
0b0fd9cb-8389-4669-af09-dfdc81e43d2a,Thuli Gidana,https://play-lh.googleusercontent.com/a/ACg8ocIr72jD4nle-edGWDNztnLjXSmRSWtIJQQz5pVy9diN-5deAw=mo,perfect App,5,0,,2025-04-28 12:56:46,,,,bolt
37942f81-c24b-4a52-b45b-a690fa5d887a,Samkelciwe Hlophe,https://play-lh.googleusercontent.com/a/ACg8ocJIykPeUYLd7HLxsWV3jftBvYO9VQUGU7vsS3BJLc33yh4W8g=mo,excellent,5,0,,2025-04-28 12:56:39,,,,bolt
9ef59264-fefa-4fe3-ae55-785202274e0e,Regomoditswe Paledi,https://play-lh.googleusercontent.com/a/ACg8ocKG1Kf0NmaGW4AhpstpXpNLjZhGQnSuoQrNsOt1MqGEFI8gG01w=mo,good,5,0,CA.159.2,2025-04-28 12:39:24,,,CA.159.2,bolt
338662c4-b8bb-4e14-a6b0-17c6a1aca9f8,Teddy Brian,https://play-lh.googleusercontent.com/a/ACg8ocI8g8WhV1VAVn8gpwy8foiElyQn9JGYOZOKlmt2Fiy3soGxhQ=mo,good app,4,0,CA.158.0,2025-04-28 12:18:33,,,CA.158.0,bolt
44d2bb0a-36fd-4b57-9ffa-7c571d112031,Tsungi Mwandiambira,https://play-lh.googleusercontent.com/a-/ALV-UjX6RCgaws5ZfoBgclG1w-NP5aUCCHSA88FMC4aFN3NTQnIzljwakw,do not download and do not use !!!! absolutely terrible customer service no resolution after leaving me stranded at Heathrow and they had already taken money out of my account. I was told to wait as long as it takes until I connect to a driver willing to take my journey. over 10 drivers cancelled before I spoke to anyone. all in all terrible. oh and the advisors 2 of them hung up on me !!!,1,0,CA.158.0,2025-04-28 12:17:19,,,CA.158.0,bolt
b39b4b40-dfc8-4749-81c4-400f09a8a9f7,Isaac pablo,https://play-lh.googleusercontent.com/a/ACg8ocIRtRA4g9YYvl4Wb25c8AGxpumQjS0uQr0GczZe0dimGV9VpQ=mo,humble and friendly,5,0,CA.159.2,2025-04-28 12:14:09,,,CA.159.2,bolt
ee888ec3-1207-40e6-bd77-417a51810512,Kweku Arthur,https://play-lh.googleusercontent.com/a-/ALV-UjXD-SieKUhH8-xcHM3TQ3wlNOuaPwlSrjcWCmUm-tucf90kpkmu,Satisfying,4,0,CA.158.0,2025-04-28 12:02:20,,,CA.158.0,bolt
9cba44ee-8bf8-4f35-a5ca-75f591fe4c56,Josh Grant,https://play-lh.googleusercontent.com/a/ACg8ocI8nsElF5R-cwuYOvGgyKfZ_JERhtGp-trfl9T7Zor7yEqpWw=mo,travel with less stress,5,0,CA.157.0,2025-04-28 11:54:10,,,CA.157.0,bolt
d7226f3a-30e7-4df5-8d68-07c2e98a458c,Adedapomola Martins,https://play-lh.googleusercontent.com/a-/ALV-UjVe5YPcpGe_q-6D1CozAiRiEaiPAv4omsO7_4_ct3rqcy-busjFqA,good,5,0,CA.159.2,2025-04-28 11:48:06,,,CA.159.2,bolt
